url_path,views_total,views_unique
/sayantikabanik/DataJourney/tree/main/.github/workflows,12,1
/sayantikabanik/DataJourney/tree/main/.github,11,1
/sayantikabanik/DataJourney/blob/main/.github/workflows/github-repo-stats.yml,9,1
/sayantikabanik/DataJourney,4,1
/sayantikabanik/DataJourney/actions,2,1
/sayantikabanik/DataJourney/actions/workflows/pages/pages-build-deployment,2,1
/sayantikabanik/DataJourney/blob/main/.github/workflows/CI.yml,2,1
/sayantikabanik/DataJourney/new/main/.github/workflows,2,1
/sayantikabanik/DataJourney/tree/main/usage_guide,2,1
/sayantikabanik/DataJourney/actions/runs/5674848662,1,1
